,0
0,4997.762527764551
1,5000.578528513826
2,5000.223980246429
3,5000.299810623304
4,5002.718695478592
5,5000.392266344467
6,5001.427838718235
7,5003.119969721385
8,5001.118746258692
9,5001.032470664692
10,5000.898763444703
11,5001.769930185074
12,5001.257381448719
13,5000.846186186066
14,5000.473838518882
15,5000.6307411646685
16,4999.411936728739
17,5003.479292127106
18,5003.018462088883
19,5003.163526250935
20,5000.074025333344
21,5000.406224949045
22,5000.385160425887
23,5001.4761463538425
24,5000.963340580186
25,4999.518557233355
26,4998.5092446556955
27,4999.4750671082165
28,4999.591056808048
29,4999.5286885282685
30,5002.216379272167
31,4999.204845405588
32,4999.3669326769
33,5000.162611663894
34,5003.3241162288805
35,5000.994143263303
36,5000.182393964077
37,4998.767653410757
38,5002.428502344973
39,5001.022348146021
40,4999.915142478787
41,4999.687727204956
42,4999.399080894094
43,4998.988305317466
44,4999.299741438997
45,4998.8175874620565
46,4998.086458351406
47,4997.503523824603
48,4999.02765636868
49,4998.601740460124
50,5000.628786757569
51,4999.309911914466
52,4999.321733129425
53,4999.171675765269
54,5000.072820108215
55,4998.88167897249
56,4998.458597051695
57,4999.52154029708
58,4999.2171737687795
59,4998.987155760156
60,4998.889539418817
61,4998.984132278319
62,4998.4825941074105
63,4998.291177211304
64,4998.203050587301
65,4998.3265480802365
66,4998.322184369696
67,4998.530371227
68,5000.040284641566
69,4997.101164924545
70,4998.43660838861
71,4998.197627086588
72,4997.238103565724
73,4997.824332759472
74,4998.176465235786
75,4998.328751977118
76,4995.752610337997
77,4997.70679717246
78,4998.64898873329
79,4997.666114602441
80,4998.055100066778
81,4997.901605105097
82,4997.016723747397
83,4994.939973535785
84,4996.9658150329315
85,4996.580885705246
86,4996.504236147313
87,5000.003211841346
88,4997.599209822007
89,4997.448668667388
90,4997.514650681123
91,4997.560489574797
92,4998.3851572860285
93,4998.2870198948
94,4997.157428383393
95,4998.164679063375
96,4997.280746519135
97,4997.286558609408
98,4997.29515621766
99,4996.439212739776
100,4996.736159434278
101,4997.150489196116
102,4999.515504494125
103,4996.945769122
104,4999.534073491216
105,4997.423504467008
106,4997.4897402734
107,4996.747114714044
108,4997.856029282354
109,4997.25442595766
110,4997.863328234163
111,4997.633600212229
112,4997.034027022806
113,4994.907377375479
114,4997.901376199739
115,4996.3775910333625
116,4997.595004850326
117,4997.303664406478
118,4996.9858722258905
119,4997.743492502073
120,4998.522068802184
121,4997.376917679364
122,4997.002093426813
123,4996.467699038981
124,4996.738442986347
125,4997.59044681484
126,4996.972421826831
127,4996.358934580359
128,4995.519097790361
129,4996.836215505984
130,4996.774620348473
131,4995.29525634888
132,4995.565662152224
133,4996.9207790004575
134,4996.806843539354
135,4996.849601040858
136,4996.027004996851
137,4995.401383842398
138,4995.45398468512
139,4996.6798882372095
140,4994.831508580156
141,4995.398112806535
142,4995.507474329563
143,4994.630945403856
144,4994.822300717377
145,4995.463855668466
146,4995.510002097651
147,4992.562148951885
148,4995.501285314082
149,4994.672489487107
150,4995.391280686665
151,4996.281950308276
152,4994.335394938687
153,4993.825953064814
154,4993.671492480486
155,4994.52963576326
156,4994.769242295164
157,4996.720745125881
158,4993.6240237365155
159,4994.18717611971
160,4996.385110929463
161,4992.936346049958
162,4990.890109731642
163,4994.037245041622
164,4992.7513395172755
165,4992.135805966651
166,4993.438655468993
167,4995.548938740177
168,4995.083377741781
169,4994.98876446028
170,4994.067422713775
171,4991.959288360027
172,4994.784342718427
173,4995.098537309804
174,4993.766271167892
175,4994.407730800171
176,4994.555255923096
177,4995.7908924718595
178,4994.432002844542
179,4994.282148690315
180,4994.299635081137
181,4993.324036296505
182,4995.038217187729
183,4994.535368285863
184,4994.984523506041
185,4992.6807874548185
186,4994.660092519465
187,4994.549654354032
188,4995.05915538102
189,4993.60161955383
190,4993.172283132565
191,4995.316978098762
192,4996.025512646421
193,4995.009103436598
194,4995.293633265415
195,4995.396220154656
196,4994.424331254864
197,4994.263942224763
198,4996.058057700137
199,4993.299057732655
200,4994.58772021503
201,4995.827304727574
202,4997.46045456562
203,4995.571200065774
204,4995.288184255488
205,4993.826613841986
206,4994.894994048413
207,4995.152195301001
208,4995.277087833652
209,4994.73721616622
210,4994.6359176066035
211,4994.894357530848
212,4993.242842154332
213,4996.889819604457
214,4993.952320365833
215,4995.09504223997
216,4993.996210419945
217,4996.407275136309
218,4993.935192351807
219,4994.213307465
220,4992.917008984918
221,4993.279439377406
222,4993.659846017009
223,4995.588005671102
224,4993.168646319106
225,4991.982241609285
226,4989.25613025788
227,4992.970375143513
228,4991.74244733678
229,4989.625420039415
230,4992.069295573267
231,4991.898450671944
232,4991.3753078797445
233,4993.060435994761
234,4991.461989133421
235,4990.865233201689
236,4991.214014594094
237,4990.693159182713
238,4990.709818519359
239,4987.165148218833
240,4989.7629436472835
241,4990.77345025427
242,4991.4657831218965
243,4990.075258320122
244,4993.62109756554
245,4990.261954476016
246,4989.682524493957
247,4989.995542987753
248,4988.787201211107
249,4990.546472148072
250,4992.529340662751
251,4990.145206094122
252,4989.827960689302
253,4989.880043759424
254,4988.737335800626
255,4989.63218227254
256,4988.24229265145
257,4989.515218380076
258,4988.6185191366885
259,4989.1792962237305
260,4989.432018751284
261,4991.722109662445
262,4988.559580197545
263,4988.704231476158
264,4989.279443761926
265,4987.704747376939
266,4991.194268424295
267,4990.2289127298445
268,4988.152955760378
269,4987.382968210276
270,4987.280081287025
271,4984.717479528143
272,4987.334405474727
273,4987.892380033465
274,4987.6563617616375
275,4987.230902136547
276,4987.330809996622
277,4987.798384565562
278,4986.860356119893
279,4987.592389467598
280,4987.565892405912
281,4987.422263401185
282,4984.677855162137
283,4987.372355168113
284,4984.779332034009
285,4986.924100979106
286,4988.135487938503
287,4989.422459642267
288,4986.8756883929655
289,4986.460250759868
290,4985.119878172674
291,4985.458296356115
292,4986.738409949683
293,4986.160225309171
294,4986.941809187231
295,4986.96765671597
296,4986.49623737355
297,4987.264250518238
298,4990.282090438245
299,4987.566585531566
300,4986.822438496064
301,4987.418564759911
302,4986.220871354086
303,4983.277644120902
304,4985.203306488664
305,4985.621168911892
306,4986.870225495431
307,4988.158726266995
308,4987.444872500187
309,4987.736118332276
310,4987.569689351369
311,4987.70507020555
312,4987.498729972144
313,4987.603063409817
314,4985.835902936958
315,4988.070675987281
316,4989.456250741767
317,4987.06758538024
318,4985.807669098578
319,4982.996117860495
320,4983.664610918247
321,4986.258546376504
322,4988.758257089816
323,4985.77306052269
324,4985.871812405818
325,4985.004086518096
326,4987.624807521569
327,4983.795674666594
328,4984.079754024377
329,4984.5995751821
330,4984.565292603834
331,4986.064327401223
332,4988.505388384571
333,4985.948348807087
334,4984.25350660381
335,4985.688699898878
336,4985.571680735458
337,4986.702046730823
338,4987.945613798701
339,4988.786823121231
340,4985.552130244011
341,4985.730443945568
342,4984.834841264766
343,4984.225344427773
344,4983.505103160448
345,4985.403427352909
346,4984.753173310089
347,4984.379675443151
348,4984.525236841497
349,4984.874082078779
350,4985.272158575188
351,4983.135168941981
352,4984.865350881458
353,4983.688773833471
354,4986.632626126906
355,4985.154159539901
356,4984.327742483237
357,4981.6722412277795
358,4984.5507384294415
359,4985.476611675285
360,4985.538289735643
361,4985.588374848634
362,4985.338023502319
363,4984.611042113227
364,4984.66446064603
365,4985.973249070795
366,4985.609841661863
367,4985.281537727333
368,4986.592698635533
369,4985.255232196718
370,4984.317161140535
371,4986.296489088467
372,4985.2846749491955
373,4984.242548639366
374,4985.757170844062
375,4985.46667120121
376,4983.001272020652
377,4985.2488748000715
378,4984.423064777221
379,4985.705581975844
380,4986.036143996412
381,4987.028645046756
382,4988.679011296095
383,4987.501731323057
384,4989.315726270062
385,4986.419832329626
386,4984.144335075319
387,4986.470556178692
388,4986.713209534005
389,4986.754137522229
390,4986.168208993277
391,4987.591441321347
392,4987.873366405012
393,4986.883265327448
394,4989.40413705478
395,4988.176466009042
396,4986.66457769044
397,4986.725092857688
398,4986.333226475078
399,4986.7566013744945
400,4986.162071847564
401,4985.594197465055
402,4986.561057946151
403,4986.066124710234
404,4982.301534473495
405,4986.684068885605
406,4986.52990149751
407,4986.5617178837665
408,4987.443200046866
409,4985.793437101585
410,4982.960367263443
411,4986.561539514793
412,4987.656336519432
413,4985.550995439328
414,4984.788635382609
415,4985.62092781992
416,4985.352112144941
417,4986.063487667064
418,4982.26231125207
419,4985.490837744744
420,4985.409439883728
421,4985.834731242291
422,4984.873452329621
423,4986.204349793203
424,4985.201636855325
425,4984.694175104875
426,4986.340921989255
427,4986.150311259681
428,4985.1147745947455
429,4986.490972850852
430,4986.764379204748
431,4987.0281702899265
432,4987.369934156118
433,4987.441956954635
434,4987.193306654703
435,4986.737029308275
436,4989.6620879199
437,4988.014974573113
438,4986.710370025338
439,4986.793737507081
440,4986.070394638816
441,4986.064515042058
442,4986.925086652273
443,4987.135796812282
444,4987.886844006894
445,4987.610095969335
446,4989.634214448762
447,4987.588529215218
448,4987.076896593099
449,4985.926679661329
450,4989.074407011713
451,4988.232798823188
452,4989.578973335412
453,4988.3243510486345
454,4991.515845738397
455,4987.589674139055
456,4987.681368856642
457,4987.334453911972
458,4991.361654404491
459,4989.413628938743
460,4990.82403926204
461,4990.853932173005
462,4989.395335718437
463,4991.478597738249
464,4990.5977140033665
465,4991.33896667675
466,4991.3219609878715
467,4990.985316956955
468,4991.7022915004045
469,4990.9163572457555
470,4990.1628925272835
471,4991.0180275862385
472,4987.243268292178
473,4990.375632475936
474,4992.965877254004
475,4989.844774419549
476,4987.719488652655
477,4990.348570116912
478,4991.223531477262
479,4988.241520055126
480,4990.221999762154
481,4989.626345577689
482,4992.68429390465
483,4991.804022114856
484,4992.514482108958
485,4990.79219536289
486,4989.803994211698
487,4994.09531768285
488,4993.6713251401015
489,4992.690321056278
490,4992.600470961187
491,4990.355271610129
492,4993.259214553572
493,4993.561289447844
494,4994.789308112782
495,4992.927287975721
496,4993.303844454047
497,4992.5211502054435
498,4992.68907923755
499,4992.220372244095
500,4991.760383625514
501,4992.919147004781
502,4992.01033886413
503,4992.4685991851475
504,4991.495909974428
505,4991.496497130956
506,4991.644624236215
507,4991.564901518139
508,4991.080348930799
509,4991.188652094661
510,4990.63105119857
511,4992.348853442375
512,4994.251079765945
513,4991.768425568569
514,4991.330025297252
515,4991.934587332383
516,4992.1792808748
517,4991.3093449570115
518,4991.006548539613
519,4991.225075219087
520,4991.283503492151
521,4989.802442555686
522,4991.190486224941
523,4991.914444608917
524,4993.014245075883
525,4992.438619710201
526,4992.551693107224
527,4993.6230648911
528,4992.064896081484
529,4992.335946195108
530,4990.957904254305
531,4990.881627808863
532,4989.79887118023
533,4990.693970746572
534,4990.6779305874325
535,4990.901672308797
536,4988.55964170511
537,4992.359127749362
538,4991.033787186362
539,4992.71978436922
540,4993.640877501747
541,4992.142820860066
542,4993.057308313122
543,4992.371342991225
544,4992.2837793468525
545,4991.066880121676
546,4994.841348947301
547,4992.459276238551
548,4991.886580234511
549,4993.547270504873
550,4993.34397921904
551,4995.001301812099
552,4992.681242213359
553,4992.854706629445
554,4991.7262169055575
555,4990.109570347337
556,4992.959867700931
557,4993.367652437392
558,4993.2732281885665
559,4993.413529881358
560,4993.0689714067485
561,4993.745182283202
562,4990.376312161893
563,4994.290286042017
564,4995.526368464068
565,4993.985741243284
566,4994.1470855850475
567,4995.120439590117
568,4994.524752520371
569,4994.309954700788
570,4994.133646358569
571,4994.789804965823
572,4995.765215260009
573,4994.513391536796
574,4995.740106062441
575,4994.471450783849
576,4994.165650601635
577,4993.640172655608
578,4994.724681879312
579,4990.531274552202
580,4994.448101776926
581,4993.443752350369
582,4996.590267706419
583,4993.892398290568
584,4993.337375092251
585,4992.823316001028
586,4993.263932697534
587,4991.270715693067
588,4992.124626080558
589,4992.266055308529
590,4991.261938426295
591,4990.55924204966
592,4990.230458486878
593,4990.713126003413
594,4988.593639634371
595,4989.6224383210365
596,4988.942354091622
597,4989.442594633267
598,4986.9086632802555
599,4991.680444261433
600,4988.451987317673
601,4989.929044165138
602,4991.80366713682
603,4990.073675859091
604,4989.991879963895
605,4990.69790462272
606,4991.4886659730555
607,4989.818690640842
608,4989.883029177063
609,4989.210424272281
610,4990.573352080583
611,4989.66922588499
612,4992.462817326673
613,4992.052194716486
614,4988.968956269186
615,4987.577235529845
616,4989.3934738963535
617,4990.209193338561
618,4991.027465303047
619,4990.214482306286
620,4991.702044459672
621,4991.557365001832
622,4991.006222407186
623,4989.024360782993
624,4992.560623931455
625,4990.664199402559
626,4991.27330092632
627,4991.483257614375
628,4992.43366026871
629,4992.645263652162
630,4992.523884410774
631,4992.331901083936
632,4992.437361681877
633,4991.627291796085
634,4992.558632360494
635,4992.149494641672
636,4992.554462032497
637,4991.7933149975825
638,4992.467525277138
639,4993.751682243926
640,4992.422884430822
641,4992.699764327389
642,4993.995020953427
643,4992.274177430564
644,4992.020030822802
645,4994.995819095568
646,4991.772342615533
647,4991.215088469769
648,4990.554000934686
649,4991.139580212669
650,4990.429960424778
651,4990.654692636477
652,4990.986940147758
653,4991.817482203535
654,4989.85354340312
655,4989.634599447042
656,4989.28810325648
657,4986.553844661769
658,4989.659851852372
659,4988.908320901659
660,4988.619142068121
661,4987.146755142664
662,4988.18825218415
663,4986.144024449091
664,4987.0100489959605
665,4987.048599112297
666,4987.579463193684
667,4987.073659548235
668,4988.2230325585215
669,4987.582559049534
670,4986.315380712947
671,4986.828113909341
672,4987.889585340368
673,4986.302374118825
674,4985.947670995865
675,4986.994547217109
676,4986.733994627398
677,4986.956845430627
678,4984.9115572658075
679,4989.157491257219
680,4985.169200311813
681,4988.896905942416
682,4987.534871083347
683,4986.72508950552
684,4987.7832696893165
685,4990.729661995925
686,4986.86919924215
687,4985.604384515058
688,4989.924931321555
689,4986.462665435408
690,4983.505593211229
691,4986.422327408509
692,4986.591226679885
693,4988.879601500737
694,4983.541645099712
695,4985.039886081507
696,4986.346288908434
697,4987.976540307537
698,4988.086059788693
699,4985.52568025168
700,4984.619331588276
701,4984.148205934784
702,4983.144973272954
703,4979.954630471555
704,4982.245349264179
705,4982.534840638774
706,4979.429762995823
707,4978.57213858707
708,4982.342020696221
709,4981.70139137073
710,4982.047069544185
711,4982.435082056533
712,4981.783932207216
713,4979.810832713365
714,4982.929548435903
715,4982.650950174746
716,4982.737186407545
717,4984.6489783378065
718,4982.508006986898
719,4982.7021583842
720,4982.855316546481
721,4982.789261161193
722,4983.4262439718195
723,4982.912609133117
724,4983.448801732112
725,4985.822649051138
726,4982.425764251847
727,4982.4332030951655
728,4983.446793831925
729,4983.076556629977
730,4983.604556666621
731,4983.9926174266575
732,4983.8906213078935
733,4981.851476542638
734,4984.511251348396
735,4983.66244236457
736,4983.465807066993
737,4982.511060494331
738,4983.684660191859
739,4982.239857839159
740,4982.6359160730035
741,4984.363221657991
742,4983.677225415175
743,4981.620426582995
744,4982.1020492891
745,4981.732697201554
746,4982.010994751365
747,4982.0340274433665
748,4982.6455928621535
749,4982.54071173947
750,4980.865595468483
751,4982.204602421743
752,4983.292632625587
753,4982.291945526585
754,4982.425799621124
755,4984.002966652839
756,4979.609342252284
757,4982.309163287207
758,4981.341755763221
759,4980.417452549707
760,4980.779356141029
761,4982.190510887486
762,4980.44246916654
763,4981.005435295103
764,4981.021110673554
765,4980.691797139541
766,4981.113176168605
767,4982.014030031931
768,4981.16932777311
769,4979.372018822976
770,4980.951543076274
771,4980.941962699611
772,4980.055293375069
773,4981.075603360614
774,4980.9357857833875
775,4979.48990664047
776,4979.713806442655
777,4981.606456714678
778,4978.354152109363
779,4977.676406894876
780,4980.181832481671
781,4978.299796608023
782,4975.6832864814305
783,4978.719020017559
784,4977.8581698791795
785,4974.6546345920415
786,4977.434221081628
787,4977.169648789369
788,4977.617955038219
789,4978.335368019862
790,4979.108270095089
791,4976.509433103891
792,4979.078305149512
793,4977.402925413053
794,4978.464750571807
795,4978.517621895565
796,4977.810219065305
797,4976.9957175584295
798,4978.015253068088
799,4977.978493626314
800,4976.722610433318
801,4977.084275239629
802,4976.674196178299
803,4975.054959997795
804,4975.3771594293
805,4976.634738180181
806,4976.0030671525565
807,4974.512512280023
808,4976.181076757871
809,4976.252110786343
810,4975.6397117341285
811,4975.359163389258
812,4975.145648941684
813,4976.027289924292
814,4975.726765801833
815,4975.985944325609
816,4974.54746099323
817,4975.898503670343
818,4975.060777371332
819,4976.955740064561
820,4974.954097971705
821,4978.156796194186
822,4974.974763167194
823,4974.947187990119
824,4973.853702478579
825,4975.325317098309
826,4975.11091355742
827,4975.336658043404
828,4973.965651803814
829,4975.901438302526
830,4975.164791543434
831,4975.180713342973
832,4976.128854491175
833,4975.814092918498
834,4974.860094748834
835,4975.42628557661
836,4975.595808479909
837,4975.285204386604
838,4977.154887236428
839,4974.389445698916
840,4974.406353622059
841,4974.841505268732
842,4974.11424675765
843,4974.784943142177
844,4974.352453704331
845,4975.741428252636
846,4979.291431954051
847,4975.92441883495
848,4975.79328633858
849,4974.853499397914
850,4973.40776233432
851,4973.061539104593
852,4975.63638497921
853,4975.764213488611
854,4974.1707350311235
855,4975.634530584637
856,4975.973058483621
857,4977.000820078627
858,4976.8587785790405
859,4975.802400826129
860,4978.807066055122
861,4975.64018820903
862,4978.0370200414645
863,4978.815884546779
864,4978.213763218571
865,4977.283808341568
866,4978.560350272805
867,4978.239749474948
868,4978.453835995277
869,4979.687848595267
870,4980.367315674867
871,4979.799905885494
872,4977.99969438518
873,4978.8885973480565
874,4978.778879602404
875,4978.259845672436
876,4979.033481355493
877,4978.6919082357435
878,4978.8532936026495
879,4979.93692475356
880,4978.637297453809
881,4976.428554468835
882,4979.700089580488
883,4981.230506095767
884,4979.498828741455
885,4979.306339696959
886,4980.387434486113
887,4980.976656238556
888,4980.440121416487
889,4981.353811941073
890,4983.425802666178
891,4981.197518012524
892,4980.501290707614
893,4983.305115948431
894,4981.363750589684
895,4980.541230855287
896,4981.631664600201
897,4980.18231944538
898,4981.04450210385
899,4980.785578189813
900,4979.572374502149
901,4980.9774763538035
902,4980.043157013612
903,4979.12187717405
904,4981.412704084771
905,4981.874935241712
906,4979.470187152575
907,4978.738196240007
908,4978.971948736238
909,4976.760066792947
910,4980.141455308155
911,4979.35598015577
912,4979.679690430494
913,4979.268532169574
914,4979.642028841722
915,4980.130363643837
916,4979.172152240881
917,4979.069943267699
918,4978.456935884041
919,4978.770610712604
920,4977.174565049789
921,4978.228904755249
922,4976.857999086207
923,4978.132213032517
924,4976.166193215332
925,4978.606620642531
926,4979.207747064721
927,4979.373202060349
928,4979.23661876351
929,4979.2783990511325
930,4978.801930437448
931,4978.848085655114
932,4979.801624201049
933,4980.73048088266
934,4978.522471360508
935,4976.487883816078
936,4976.628807435966
937,4977.857183170173
938,4976.3229694558695
939,4977.725568284006
940,4976.744402570328
941,4977.60082235121
942,4975.138685060906
943,4976.6585094117745
944,4974.809706155804
945,4977.364870500065
946,4978.185962011956
947,4977.523506882527
948,4978.635171967393
949,4978.830704374019
950,4978.04728705943
951,4977.488375291422
952,4977.9138227103385
953,4977.409887772668
954,4976.930206512693
955,4980.386377636842
956,4977.831862299442
957,4978.487179253228
958,4977.7889620468495
959,4978.481723267788
960,4976.146066049703
961,4980.870324995303
962,4978.650278673743
963,4978.685466547296
964,4978.745287610295
965,4978.684277381108
966,4977.118698971996
967,4980.759307631964
968,4977.799558970417
969,4977.36431394001
970,4976.677647884658
971,4977.29673130392
972,4974.6390468098325
973,4978.080078098212
974,4976.621936069568
975,4977.3277076351715
976,4976.184482205636
977,4977.749663001335
978,4978.9602465600965
979,4977.618057499328
980,4975.765410593019
981,4977.901065628369
982,4977.685724072848
983,4974.577534869089
984,4977.950721142615
985,4977.422640902115
986,4977.1878950340315
987,4977.978824305834
988,4977.517169849004
989,4975.687513034084
990,4979.245122663658
991,4980.955072341991
992,4979.319506735807
993,4978.316388092918
994,4981.4361573879805
995,4978.447696669052
996,4977.54180624881
997,4978.033545630823
998,4977.812530046158
999,4977.460889059911
1000,4974.522463698268
1001,4975.245048192159
1002,4978.213785617938
1003,4980.88078449064
1004,4977.661924443476
1005,4977.179338311258
1006,4978.028842954858
1007,4976.489939410633
1008,4976.811951047027
1009,4977.296768175986
1010,4974.2349251801625
1011,4977.219561690084
1012,4976.532993161847
1013,4975.713904195922
1014,4974.736016501923
1015,4974.242170617846
1016,4974.983638829671
1017,4973.265605457099
1018,4974.39188637161
1019,4974.834052590827
1020,4977.057446819892
1021,4975.148862088713
1022,4974.7698375381515
1023,4975.467373770755
1024,4973.719175798485
1025,4975.118998024627
1026,4975.437969257759
1027,4975.4363490258675
1028,4977.880874991421
1029,4976.241150454867
1030,4975.264033792162
1031,4975.733841540699
1032,4977.747979927109
1033,4975.923332548634
1034,4976.500893677701
1035,4979.295495640623
1036,4976.927922696586
1037,4975.383355091929
1038,4976.657546897723
1039,4976.380988749573
1040,4976.560315342029
1041,4974.143168032256
1042,4974.500448376351
1043,4973.634387775403
1044,4974.464429632841
1045,4974.091123104884
1046,4973.28934673453
1047,4973.792322877948
1048,4973.940837000739
1049,4973.97392363023
1050,4973.529473108975
1051,4973.073413463043
1052,4970.560579511945
1053,4972.941184842572
1054,4972.17619144342
1055,4972.4980531033825
1056,4972.425098199523
1057,4972.485450625922
1058,4971.860169316949
1059,4975.256388852647
1060,4971.284259914463
1061,4972.0341874577525
1062,4971.972949713027
1063,4971.753560042664
1064,4973.926932935806
1065,4972.454322679458
1066,4970.7938142130615
1067,4970.626735906823
1068,4972.938789624557
1069,4971.592063134034
1070,4976.070206148856
1071,4973.43973784943
1072,4974.037423068749
1073,4973.230817315705
1074,4972.865464388257
1075,4973.062243834621
1076,4973.1642395160225
1077,4973.010716755828
1078,4973.564542258066
1079,4974.5628759957235
1080,4973.284919779275
1081,4972.7509955073265
1082,4972.538260226426
1083,4975.163507364959
1084,4973.805503951667
1085,4973.113324117364
1086,4973.248505804532
1087,4971.9819652310325
1088,4972.854731969707
1089,4973.826813070367
1090,4973.796982490544
1091,4972.824211566416
1092,4973.925230267285
1093,4975.459289268373
1094,4971.5325344851935
1095,4971.5516719302095
1096,4972.9491437767865
1097,4971.364685352696
1098,4972.463996716999
1099,4971.52296511882
1100,4972.10118865546
1101,4972.694075748602
1102,4972.499914070661
1103,4972.488352692623
1104,4972.560953486939
1105,4972.515540576422
1106,4973.6088070760925
1107,4972.361879026908
1108,4972.835141935385
1109,4973.272873807412
1110,4973.581474121416
1111,4974.1658463057565
1112,4973.179007427974
1113,4974.326326273967
1114,4973.755951904864
1115,4976.389007271834
1116,4974.350748506592
1117,4974.837324681069
1118,4973.99721349346
1119,4973.713137956798
1120,4974.0754633013
1121,4973.932322224156
1122,4975.072825502497
1123,4974.149843495052
1124,4974.629529374107
1125,4974.6821221950995
1126,4974.904477262632
1127,4975.805220905708
1128,4975.5851186564
1129,4975.477603487469
1130,4977.687106901747
1131,4976.766597316359
1132,4976.994779634386
1133,4974.764048743485
1134,4975.6499954205465
1135,4972.976260915122
1136,4977.996242337241
1137,4976.300414729851
1138,4977.572145931836
1139,4975.419620615007
1140,4975.445803485414
1141,4975.317793930805
1142,4975.053389019981
1143,4977.212860025215
1144,4975.401470326414
1145,4975.561601081464
1146,4973.596240294887
1147,4975.349389789314
1148,4976.5432593094865
1149,4974.3032688714175
1150,4975.916712087206
1151,4975.990353606526
1152,4974.350874077393
1153,4972.873783325104
1154,4975.720685423748
1155,4976.184099577519
1156,4976.336809115617
1157,4977.169659081907
1158,4974.617939839881
1159,4973.849998726453
1160,4972.600364922541
1161,4973.8384576606
1162,4974.964718531242
1163,4973.699809033671
1164,4973.221065511905
1165,4975.240030444109
1166,4976.409355325128
1167,4974.460003838951
1168,4975.610003927715
1169,4975.52125332584
1170,4973.297084496033
1171,4973.903181648098
1172,4974.45790336355
1173,4974.161368364425
1174,4973.802106073018
1175,4975.206205380034
1176,4973.544551298743
1177,4974.299990415783
1178,4975.215521714932
1179,4974.908169329233
1180,4975.37616920666
1181,4972.351811143312
1182,4975.543361648103
1183,4975.130732659017
1184,4974.344674316412
1185,4973.9233270102095
1186,4974.544453587776
1187,4974.7204725409665
1188,4974.9108400826935
1189,4976.330942234075
